character_id,name,movie_id,gender,age
1914,ZED'S VOICE,125,,
1915,AGATHA,126,F,8
1916,ANDERTON,126,M,1
1917,ANDERTON'S VOICE,126,,
1918,BURGESS,126,M,2
1919,CROW,126,M,43
1920,CUSTOMER,126,,
1921,DR. EDDIE,126,,
1922,FLETCHER,126,M,4
1923,GIDEON,126,,
1924,HOWARD,126,,
1925,IRIS,126,F,9
1926,JAD,126,M,3
1927,KNOTT,126,,
1928,LARA,126,F,38
1929,RUFUS,126,,
1930,SARAH,126,,
1931,SEAN,126,M,39
1932,SECRETARY,126,,
1933,WALLY,126,,
1934,WITWER,126,M,2
1983,CREASY,129,M,1
1984,CREASY'S VOICE,129,,
1985,CUSTOMS,129,,
1986,DANIEL,129,,
1987,GUARDIAN TWO,129,,
1988,JORDAN,129,,
1989,JORGE,129,,
1990,LISA,129,F,4
1991,MANZANO,129,M,6
1992,PINTA,129,F,
1993,RAYBURN,129,M,5
1994,REINA,129,,
1995,ROSANNA,129,,
1996,SAMUEL,129,,
1997,SISTER ANNA,129,,
1998,TAZINARI,129,,
1999,VOICE,129,,
2068,CHRISTOPH,134,,
2069,DEX,134,,
2070,DIGITAL GENA,134,,
2071,EMMA,134,,
2072,GENA,134,,
2073,HALDEN,134,,
2074,KATIE,134,F,
2075,KID,134,,
2076,LAWYER,134,,
2077,SYNTHETIC VOICE,134,,
2078,TANNER,134,,
2131,BOY,139,,
2132,CHAIRMAN,139,,
2133,COOK,139,,
2134,DIZ,139,M,6
2135,EMMA,139,F,12
2136,GRIFFITH,139,,
2137,HUBERT,139,M,5
2138,JEFFERSON,139,M,2
2139,JIMMIE,139,,
2140,MA,139,,
2141,MCGANN,139,M,7
2142,NOSEY,139,,
2143,OTIS,139,,
2144,PAINE,139,M,3
2145,PETER,139,,
2146,PRESIDENT,139,,
2147,SAUNDERS,139,F,1
2148,SENATOR,139,,
2149,SPIELER,139,,
2150,SUSAN,139,F,11
2151,TAYLOR,139,M,4
2152,VOICES,139,,
2201,ARDETH RAY,142,,
2202,BENI,142,M,5
2203,CURATOR,142,,
2204,DANIELS,142,,
2205,EVELYN,142,F,2
2206,HENDERSON,142,,
2207,HOOK,142,,
2208,JONATHAN,142,M,3
2209,O'CONNELL,142,M,1
2210,WARDEN,142,,
2211,AMAZING,143,,
2212,ANABEL,143,,
2213,BOWLER,143,,
2214,CASANOVA,143,,
2215,FURIOUS,143,M,6
2216,HELLER,143,,
2217,INVISIBLE BOY,143,,
2218,MONICA,143,F,14
2219,MOTHER,143,,
2220,RAJA,143,M,1
2221,SHOVELER,143,M,3
2222,SPHINX,143,,
2223,TONY P,143,,
2294,DR KING,148,,
2295,GLEN,148,M,6
2296,LT THOMPSON,148,,
2297,MARGE,148,F,2
2298,MR LANTZ,148,,
2299,NANCY,148,F,3
2300,PARKER,148,,
2301,ROD,148,,
2302,TINA,148,,
2350,BELL,151,M,1
2351,CARLA JEAN,151,F,5
2352,CHIGURH,151,M,2
2353,CLERK,151,,
2354,DRIVER,151,,
2355,ELLIS,151,M,8
2356,LORETTA,151,,
2357,MAN,151,,
2358,MAN AT CHAIR,151,,
2359,MOLLY,151,,
2360,MOSS,151,M,3
2361,MOTHER,151,,
2362,OFFICIAL,151,,
2363,PROPRIETOR,151,M,17
2364,ROSCOE,151,,
2365,WELLS,151,M,4
2366,WENDELL,151,M,6
2367,WOMAN,151,,
2390,BIG DAN,153,,
2391,COOLEY,153,,
2392,DELMAR,153,M,3
2393,ECKARD,153,,
2394,EVERETT,153,M,1
2395,FRENCH,153,,
2396,JUNIOR,153,,
2397,MAN,153,,
2398,MIDDLE,153,,
2399,PAPPY,153,,
2400,PENNY,153,F,5
2401,PETE,153,M,2
2402,PROPRIETOR,153,,
2403,SPIVEY,153,,
2404,YOUNGEST,153,,
2416,BURNHAM,155,M,3
2417,COP 1,155,,
2418,EVAN,155,,
2419,JUNIOR,155,M,5
2420,LYDIA,155,,
2421,MEG,155,F,1
2422,RAOUL,155,M,4
2423,SARAH,155,F,2
2443,ANNE,157,,
2444,BILLINGS,157,,
2445,CHARLOTTE,157,,
2446,CONTINENTAL SERGEANT,157,,
2447,CORNWALLIS,157,M,9
2448,GABRIEL,157,M,2
2449,LEE,157,,
2450,MAJOR HALBERT,157,,
2451,MARGARET,157,,
2452,MARION,157,M,
2453,NATHAN,157,,
2454,REV. OLIVER,157,,
2455,ROBINSON,157,,
2456,SUSAN,157,,
2457,TARLETON,157,,
2458,THOMAS,157,,
2459,WASHINGTON,157,,
2496,BETTY,162,F,4
2497,BIFF,162,,
2498,BIG BOB,162,,
2499,BOB,162,M,6
2500,BOY,162,,
2501,DAN,162,,
2502,DAVID,162,M,1
2503,DICK VAN DYKE,162,M,
2504,GEORGE,162,M,3
2505,HOWARD,162,,
2506,JENNIFER,162,F,2
2507,MARGARET,162,F,8
2508,MARK,162,,
2509,MR. JOHNSON,162,,
2510,MR. SIMPSON,162,,
2511,BARRY,163,M,1
2512,CHECK OUT GIRL,163,,
2513,CUSTOMER,163,,
2514,DAVID,163,M,31
2515,DEAN,163,,
2516,ELIZABETH,163,F,16
2517,KAREN,163,,
2518,KATHLEEN,163,F,11
2519,LANCE,163,M,5
2520,LATISHA,163,,
2521,LENA,163,F,4
2522,MANAGER,163,M,36
2523,OPERATOR,163,,
2524,OPERATOR GIRL,163,F,
2525,OPERATOR VOICE,163,,
2526,SEXY VOICE,163,,
2527,VOICE,163,,
2528,WALTER,163,,
2558,1ST DEPUTY,166,,
2559,COMO,166,,
2560,EAGAN,166,,
2561,IRMA,166,,
2562,J.R.,166,,
2563,JAKE,166,M,1
2564,JOEY,166,M,3
2565,REPORTER,166,,
2566,SALVY,166,,
2567,TOMMY,166,,
2568,TONY,166,,
2569,VICKIE,166,F,2
2570,BABY SITTER,167,,
2571,BRYCE,167,,
2572,DOYLE,167,M,3
2573,GUNNISON,167,,
2574,JEFF,167,M,1
2575,LISA,167,F,2
2576,MRS. DOYLE,167,,
2577,POLICE,167,,
2578,STELLA,167,F,4
2579,THORWALD,167,,
2608,COP,170,,
2609,EDDIE,170,M,4
2610,FREDDY,170,M,2
2611,HOLDAWAY,170,M,9
2612,JOE,170,M,6
2613,MARVIN,170,,
2614,MR. BLONDE,170,,
2615,MR. BROWN,170,,
2616,MR. ORANGE,170,M,2
2617,MR. PINK,170,M,5
2618,MR. WHITE,170,M,1
2619,NICE GUY EDDIE,170,,
2620,VIC,170,,
2634,ALEX,172,,
2635,BRENDA,172,,
2636,BUDDY,172,M,21
2637,CINDY,172,F,19
2638,DWIGHT,172,M,27
2639,FATHER MCFEELY,172,,
2640,HANSON,172,,
2641,HARRIS,172,,
2642,MCFEELY,172,,
2643,MOTHER,172,,
2644,PROFESSOR,172,M,26
2645,RAY,172,,
2646,SHORTY,172,M,20
2647,THEO,172,,
2648,TOMMY,172,,
2731,CAMMI,178,,
2732,CHRISTINE,178,,
2733,EVELYN,178,,
2734,GARY,178,,
2735,JACK,178,M,2
2736,MAN,178,,
2737,MAYA,178,F,3
2738,MILES,178,M,1
2739,PHYLLIS,178,,
2740,POURER,178,,
2741,STEPHANIE,178,,
2742,VICTORIA,178,F,6
2743,BO,179,,
2744,COLLEEN,179,,
2745,CREWCUT GUY,179,,
2746,GRAHAM,179,M,1
2747,MERRILL,179,M,2
2748,MORGAN,179,M,3
2749,OFFICER PASKI,179,F,5
2785,ANNA,182,,
2786,COLE,182,M,2
2787,DARREN'S MOM,182,,
2788,LYNN,182,F,3
2789,MALCOLM,182,M,1
2790,MAN'S VOICE,182,,
2791,MR. CUNNINGHAM,182,,
2827,ACOSTA,186,,
2828,CARRUTHERS,186,M,2
2829,CASINO EMPLOYEE,186,,
2830,DARWIN TREMOR,186,,
2831,DR. GILL,186,,
2832,DUPREE,186,,
2833,ELMORE,186,,
2834,HUGO,186,M,28
2835,ISRAEL,186,M,6
2836,LOCKE,186,M,12
2837,MECKLEN,186,,
2838,MESSNER,186,M,1
2839,PADICHE,186,M,29
2840,SECURITY SUPERVISOR,186,,
2841,SERNA,186,M,4
2842,SIR IVY,186,,
2843,SYKES,186,F,16
2844,WATTERS,186,F,18
2845,WYMAN,186,,
2846,GIBARIAN,187,,
2847,KELVIN,187,M,1
2848,RHEYA,187,F,2
2849,SARTORIUS,187,,
2850,SNOW,187,M,4
2863,ADELE,189,,
2864,BEN,189,M,5
2865,FLASH,189,,
2866,HARRY,189,,
2867,HOGAN,189,,
2868,JAMESON,189,,
2869,LEIBER,189,,
2870,LETTERMAN,189,,
2871,LIZ,189,F,
2872,MAROTTA,189,,
2873,MAY,189,F,6
2874,NURSE VOICE,189,,
2875,OCK,189,,
2876,PETER,189,M,1
2877,REISS,189,,
2878,ROZ,189,,
2879,SPIDER-MAN,189,M,1
2880,THORKEL,189,,
2932,BONES,193,M,
2933,CAROL,193,,
2934,CHEKOV,193,,
2935,DAVID,193,M,9
2936,JOACHIM,193,,
2937,KHAN,193,,
2938,KIRK,193,M,1
2939,PRESTON,193,,
2940,SAAVIK,193,F,11
2941,SCOTTY,193,,
2942,SCOTTY'S VOICE,193,,
2943,SPOCK,193,M,2
2944,SPOCK'S VOICE,193,,
2945,SULU,193,,
2946,TERRELL,193,,
2947,UHURA,193,,
2948,UHURA'S VOICE,193,,
2990,ADMIRAL HAYES,196,,
2991,BEVERLY,196,F,6
2992,BORG QUEEN,196,F,10
2993,DATA,196,M,3
2994,DOCTOR,196,,
2995,GEORDI,196,M,4
2996,GEORDI'S VOICE,196,,
2997,PICARD,196,M,1
2998,PICARD'S VOICE,196,,
2999,RIKER,196,M,2
3000,RIKER'S COM VOICE,196,,
3001,RUBY,196,F,27
3002,SCRIMM,196,,
3003,TROI,196,,
3004,WOMAN'S VOICE,196,,
3005,WORF,196,M,5
3079,ANSWERING MACHINE,202,,
3080,BLONDE,202,,
3081,BRUNETTE,202,F,
3082,CHARLES,202,,
3083,CHRISTY,202,,
3084,DEALER,202,,
3085,LISA,202,,
3086,LORRAINE,202,F,6
3087,MICHELLE,202,,
3088,MIKE,202,M,1
3089,NIKKI,202,,
3090,ROB,202,M,3
3091,SUE,202,M,4
3092,TRENT,202,M,2
3093,WAITRESS,202,,
3094,BONASERA,203,,
3095,CARLO,203,,
3096,CLEMENZA,203,,
3097,CONNIE,203,,
3098,DON CORLEONE,203,M,
3099,DON TOMMASSINO,203,,
3100,FABRIZZIO,203,,
3101,FREDO,203,,
3102,HAGEN,203,M,5
3103,JOHNNY,203,,
3104,KAY,203,F,10
3105,MICHAEL,203,M,2
3106,MOE,203,,
3107,NAZORINE,203,,
3108,NURSE,203,,
3109,PAULIE,203,,
3110,PRIEST,203,,
3111,SOLLOZZO,203,,
3112,SONNY,203,M,3
3113,TESSIO,203,,
3114,VITELLI,203,,
3115,VOICE,203,,
3116,WOLTZ,203,,
3117,DICKIE,204,M,3
3118,FREDDIE,204,M,5
3119,HERBERT GREENLEAF,204,,
3120,JOAN,204,,
3121,MACCARRON,204,,
3122,MARGE,204,F,2
3123,MEREDITH,204,F,4
3124,PETER,204,M,6
3125,RIPLEY,204,M,1
3126,ROVERINI,204,M,8
3127,VERRECCHIA,204,,
3128,ANDY,205,,
3129,BETSY,205,F,2
3130,CONCESSION GIRL,205,,
3131,DOUGH-BOY,205,M,
3132,IRIS,205,F,2
3133,MAN IN BUSINESS SUIT,205,,
3134,PALANTINE,205,,
3135,PERSONNEL OFFICER,205,M,33
3136,SECRET SERVICE MAN,205,,
3137,SPORT,205,,
3138,TOM,205,M,7
3139,TRAVIS,205,M,1
3140,WIZARD,205,M,6
3141,CARLA,206,,
3142,GOODSPEED,206,M,2
3143,MASON,206,M,1
3144,SANCHEZ,206,,
3162,ANNIE,208,F,2
3163,CATHY,208,,
3164,CLERK,208,F,9
3165,DEKE,208,,
3166,HARRY'S VOICE,208,,
3167,HELEN,208,,
3168,LYDIA,208,F,4
3169,MALONE,208,,
3170,MAN,208,,
3171,MELANIE,208,F,1
3172,MITCH,208,M,3
3173,MRS. BUNDY,208,,
3174,MRS. MACGRUDER,208,F,9
3175,SALESMAN,208,,
3176,SHOLES,208,,
3177,WOMAN,208,,
3197,BARNHARDT,211,M,5
3198,BOBBY,211,,
3199,CAPTAIN,211,,
3200,HARLEY,211,M,
3201,HELEN,211,F,2
3202,HILDA,211,,
3203,JEWELER,211,,
3204,KLAATU,211,M,1
3205,LIEUTENANT,211,,
3206,MAJOR,211,,
3207,TOM,211,M,13
3208,ALAN,212,M,9
3209,DAVID,212,M,6
3210,EDGAR,212,,
3211,GRANDPA,212,,
3212,LADDIE,212,,
3213,LUCY,212,F,3
3214,MAX,212,M,5
3215,MICHAEL,212,M,1
3216,SAM,212,M,2
3217,STAR,212,F,7
3218,BENNINGS,213,,
3219,BLAIR,213,,
3220,CHILDS,213,M,5
3221,CLARK,213,,
3222,DR. COPPER,213,,
3223,FUCHS,213,,
3224,GARRY,213,,
3225,MACREADY,213,M,1
3226,NAULS,213,,
3227,NORRIS,213,,
3228,PALMER,213,M,4
3229,SANCHEZ,213,,
3230,ALEXANDER,214,M,1
3231,DEAN FULTON,214,,
3232,EMMA,214,F,4
3233,KALEN,214,M,7
3234,KORUS,214,,
3235,MARA,214,F,2
3236,MOTORIST,214,,
3237,MRS. WATCHIT,214,,
3238,OVERLORD,214,M,
3239,PHILBY,214,M,
3240,THIN MAN,214,,
3241,VOX,214,M,9
3242,VOX KIOSK,214,,
3243,BECKER,215,M,3
3244,DAMON,215,,
3245,DR. GRIES,215,,
3246,DR. LORENSON,215,,
3247,DR. MORGAN,215,,
3248,JACKIE,215,F,2
3249,JEAN,215,,
3250,LORENSON,215,F,4
3251,MACKENZIE,215,M,7
3252,STARKS,215,M,1
3253,TENNY,215,,
3254,WAITRESS,215,F,
3255,DARRYL,216,,
3256,HAL,216,,
3257,HARLAN,216,,
3258,J.D.,216,M,7
3259,JIMMY,216,M,4
3260,LENA,216,,
3261,LOUISE,216,F,1
3262,MAJOR,216,,
3263,MAX,216,,
3264,PATROLMAN,216,,
3265,SARAH,216,,
3266,THELMA,216,F,2
3267,TRUCKER,216,,
3268,BOSS'S DISABLED BROTHER,217,,
3269,DETECTIVE CAVALLO,217,,
3270,DOM,217,M,5
3271,DR. LALONDE,217,,
3272,FRIEND #1,217,,
3273,HEALY,217,M,2
3274,HITCHHIKER,217,,
3275,JOANIE,217,,
3276,MAGDA,217,F,6
3277,MARY,217,F,1
3278,MARY'S DAD,217,,
3279,MARY'S MOM,217,,
3280,POLICE OFFICER,217,,
3281,RENISE,217,,
3282,SULLY,217,M,7
3283,TED,217,M,3
3284,TUCKER,217,M,4
3285,WARREN,217,,
3311,CHARLIE,220,F,2
3312,CHP,220,,
3313,COUGAR,220,M,7
3314,FUNGUS,220,,
3315,GIRL,220,,
3316,GOOSE,220,M,4
3317,HOLLYWOOD,220,,
3318,ICE,220,M,3
3319,ICEMAN,220,,
3320,JESTER,220,,
3321,MAVERICK,220,M,1
3322,SLIDER,220,,
3323,STINGER,220,,
3324,VIPER,220,M,5
3325,WIZARD,220,,
3326,WOLFMAN,220,,
3327,BENNY,221,,
3328,CALLER,221,,
3329,CLERK,221,,
3330,COHAAGEN,221,M,4
3331,DR. LULL,221,,
3332,EDGEMAR,221,M,9
3333,EVERETT,221,,
3334,GEORGE,221,,
3335,HARRY,221,M,18
3336,HELM,221,,
3337,JOHNNY,221,,
3338,LORI,221,F,3
3339,MCCLANE,221,M,10
3340,MELINA,221,F,2
3341,QUAID,221,M,1
3342,RICHTER,221,,
3343,STEVENS,221,,
3344,BURT,222,,
3345,EARL,222,M,2
3346,EDGAR,222,,
3347,HEATHER,222,,
3348,JIM,222,,
3349,MEGAN,222,,
3350,OLD FRED,222,,
3351,PHAM VAN,222,,
3352,RHONDA,222,F,3
3353,VAL,222,M,1
3495,CRABTREE,230,M,4
3496,GOATEE KID,230,,
3497,GRADY,230,M,1
3498,GREENHUT,230,,
3499,HANK,230,,
3500,HANNAH GREEN,230,F,5
3501,JAMES LEER,230,M,2
3502,MISS SLOVIAK,230,,
3503,OFFICER PUPCIK,230,,
3504,SARA,230,F,3
3505,SARA'S VOICE,230,,
3506,TRAXLER,230,,
3507,VERNON,230,,
3508,VERNON HARDAPPLE,230,,
3509,WALTER,230,,
3510,WALTER'S VOICE,230,,
3520,BUD,232,M,1
3521,CATFISH,232,,
3522,COFFEY,232,,
3523,HIPPY,232,,
3524,JAMMER,232,,
3525,LINDSEY,232,F,2
3526,MONK,232,,
3527,ONE NIGHT,232,,
3528,SONNY,232,,
3579,BROUSSARD,236,,
3580,COMPUTER,236,,
3581,FAUST,236,,
3582,HUNTER,236,M,
3583,MELKONIS,236,,
3584,ROBY,236,,
3585,STANDARD,236,M,
3599,ADDISON,238,M,3
3600,BILL,238,M,5
3601,BIRDIE,238,F,10
3602,EVE,238,F,2
3603,GIRL,238,F,
3604,KAREN,238,F,4
3605,LLOYD,238,M,6
3606,MARGO,238,F,1
3607,MAX,238,M,7
3608,MISS CASWELL,238,,
3609,OPERATOR'S VOICE,238,,
3610,PIANIST,238,,
3611,BERNSTEIN,239,M,1
3612,BOOKKEEPER,239,F,7
3613,BRADLEE,239,,
3614,CADDY,239,,
3615,CLAWSEN,239,,
3616,DAHLBERG,239,,
3617,DARDIS,239,,
3618,DEEP THROAT,239,M,5
3619,FOREIGN EDITOR,239,,
3620,HANNAH,239,,
3621,HUNT,239,,
3622,IRWIN,239,,
3623,JANE,239,,
3624,JUDGE,239,,
3625,MCCORD,239,,
3626,MITCHELL,239,,
3627,MRS. GRAHAM,239,,
3628,NATIONAL EDITOR,239,,
3629,ROSENFELD,239,M,3
3630,SECRETARY,239,,
3631,SEGRETTI,239,M,13
3632,SIMONS,239,,
3633,SLOAN,239,,
3634,SWEET OLD LADY,239,,
3635,WOODWARD,239,M,2
3636,CHOIR TEACHER,240,,
3637,COACH MARSHALL,240,,
3638,COLLEGE CHICK,240,,
3639,FINCH,240,,
3640,HEATHER,240,F,11
3641,JESSICA,240,F,10
3642,JIM,240,M,1
3643,JIM'S DAD,240,,
3644,KEVIN,240,M,3
3645,KEVIN'S BROTHER,240,,
3646,MICHELLE,240,F,4
3647,NADIA,240,,
3648,OZ,240,M,2
3649,PORNO-CHANNEL CHICK,240,,
3650,SHERMAN,240,,
3651,SOPHOMORE CHICK,240,,
3652,STIFLER,240,M,8
3653,STIFLER'S MOM,240,,
3654,VICKY,240,F,6
3676,1ST MAN,243,,
3677,2ND MAN,243,,
3678,ACTOR,243,,
3679,ACTRESS,243,,
3680,ALLISON,243,F,4
3681,ALVY,243,M,1
3682,ALVY'S FATHER,243,,
3683,ALVY'S MOTHER,243,,
3684,ALVY'S VOICE,243,,
3685,ALVY'S VOICE-OVER,243,,
3686,ANNIE,243,F,2
3687,ANNIE'S VOICE,243,,
3688,ANNIE'S VOICE-OVER,243,,
3689,DUANE,243,,
3690,GIRL DATE,243,,
3691,MAN IN LINE,243,,
3692,MOM HALL,243,,
3693,OFFICER,243,,
3694,REPORTER,243,,
3695,ROB,243,M,3
3696,ROBIN,243,F,7
3697,TEACHER,243,,
3698,TESSIE,243,,
3699,TONY,243,M,5
3716,AZTECA,245,,
3717,BALA,245,F,12
3718,BARBATUS,245,,
3719,CARPENTER,245,,
3720,FORMICA,245,,
3721,HANDMAIDEN #2,245,,
3722,MOTIVATIONAL COUNSELLOR,245,,
3723,QUEEN,245,,
3724,WEAVER,245,M,11
3725,Z,245,M,1
3726,BLONDE,246,,
3727,BUD,246,M,
3728,DOBISCH,246,M,4
3729,DR. DREYFUSS,246,M,5
3730,FRAN,246,F,2
3731,KIRKEBY,246,M,6
3732,MARGIE,246,F,7
3733,MATUSCHKA,246,,
3734,MISS OLSEN,246,,
3735,MOFFETT,246,,
3736,MRS. DREYFUSS,246,,
3737,MRS. LIEBERMAN,246,,
3738,SHELDRAKE,246,M,3
3739,SYLVIA,246,F,8
3740,TOMMY,246,,
3741,VANDERHOF,246,,
3742,AGENT,247,M,31
3743,AUSTRALIAN,247,,
3744,CAPTAIN,247,M,2
3745,CHEF,247,M,4
3746,CHIEF,247,M,8
3747,CIVILIAN,247,,
3748,CLEAN,247,,
3749,COLBY,247,,
3750,COLONEL,247,,
3751,GASTON,247,,
3752,KILGORE,247,M,3
3753,KURTZ,247,M,1
3754,KURTZ'S WIFE,247,,
3755,LANCE,247,M,7
3756,LIEUTENANT,247,,
3757,MIKE,247,,
3758,MOONBY,247,,
3759,RADIO,247,,
3760,ROXANNE,247,,
3761,SERGEANT,247,,
3762,SOLDIER,247,,
3763,WILLARD,247,M,2
3776,BEVERLY,249,,
3777,CAROL,249,F,2
3778,CHERYL,249,,
3779,DOCTOR,249,,
3780,DR. BETTES,249,F,49
3781,FRANK,249,M,4
3782,HEAD WAITER,249,,
3783,JACKIE,249,,
3784,MELVIN,249,M,1
3785,NORA,249,,
3786,RAY,249,,
3787,SIMON,249,M,3
3788,SPENCER,249,,
3789,VINCENT,249,,
3790,ZOE,249,,
3815,BELINDA,252,,
3816,CYNTHIA,252,F,4
3817,ERIC,252,,
3818,HAROLD,252,,
3819,JAMIE,252,F,2
3820,LANDON,252,M,1
3821,LUIS,252,,
3822,MR. KELLY,252,M,11
3823,REV. SULLIVAN,252,,
3824,BIFF,253,,
3825,CLERK,253,,
3826,DICK,253,,
3827,EILEEN,253,,
3828,GEORGE,253,M,4
3829,MARTY,253,M,1
3830,MR. ARKY,253,,
3831,N.R.C. AGENT REESE,253,,
3832,OPERATOR,253,,
3833,PROFESSOR EMMETT BROWN,253,M,
3834,SUZY,253,,
3835,WAITRESS,253,,
3864,AUDREY,256,F,3
3865,BARTON,256,M,1
3866,CHARLIE,256,M,2
3867,CLERK,256,,
3868,DEUTSCH,256,M,11
3869,GARLAND,256,M,9
3870,GEISLER,256,M,6
3871,LIPNIK,256,,
3872,LOU,256,,
3873,MASTRIONOTTI,256,M,10
3874,MAYHEW,256,,
3875,VOICE,256,,
3876,AN I.A. MAN,257,,
3877,ANDREWS,257,,
3878,BETH,257,F,4
3879,CATHERINE,257,F,2
3880,CORRIGAN,257,,
3881,DETECTIVE,257,,
3882,GUS,257,M,3
3883,LT. WALKER,257,,
3884,NICK,257,M,1
3885,TALCOTT,257,,
3886,THE WOMAN,257,,
3910,ALFRED,259,,
3911,BATMAN,259,,
3912,BRUCE,259,M,1
3913,CATWOMAN,259,,
3914,CHIP,259,,
3915,FAT CLOWN,259,,
3916,MAX,259,M,4
3917,PENGUIN,259,M,2
3918,SELINA,259,F,3
3932,ALFRED,261,M,6
3933,BATMAN,261,M,1
3934,BRUCE,261,M,1
3935,CHASE,261,F,4
3936,DICK,261,,
3937,EDWARD,261,,
3938,GUARD,261,,
3939,RIDDLER,261,,
3940,STICKLEY,261,,
3941,TWO-FACE,261,,
3942,ALFRED,262,,
3943,BATMAN,262,M,1
3944,BRUCE,262,M,1
3945,DENT,262,,
3946,DRIVER,262,,
3947,ECKHARDT,262,,
3948,EDDIE,262,,
3949,GRISSOM,262,,
3950,JACK,262,,
3951,JOKER,262,,
3952,KNOX,262,M,4
3953,MAYOR,262,,
3954,NICK,262,,
3955,ROTELLI,262,,
3956,VICKI,262,F,3
3979,ADAM,265,M,1
3980,BARBARA,265,F,2
3981,BETELGEUSE,265,M,
3982,CHARLES,265,M,11
3983,DELIA,265,F,8
3984,JANE,265,,
3985,JUNO,265,,
3986,LYDIA,265,F,12
3987,MAXIE,265,,
3988,OTHO,265,M,13
3989,RECEPTIONIST,265,,
4018,AGENT,267,,
4019,CABBIE,267,,
4020,CRAIG,267,M,1
4021,DON,267,,
4022,ELIJAH,267,,
4023,ERROLL,267,,
4024,FLEMMER,267,,
4025,FLORIS,267,,
4026,HARRY S. TRUMAN PUPPET,267,,
4027,KEVIN BACON,267,,
4028,LESTER,267,M,8
4029,LOTTE,267,F,2
4030,MALKOVICH,267,M,14
4031,MANTINI,267,,
4032,MAXINE,267,F,9
4033,MERTIN,267,,
4034,TINY WOMAN,267,,
4035,WENDY,267,,
4036,WOMAN #1,267,,
4048,ALLAN,269,,
4049,BLOND MAN,269,,
4050,BRANDT,269,M,6
4051,CHIEF,269,,
4052,DA FINO,269,,
4053,DIETER,269,,
4054,DONNELLY,269,,
4055,DONNY,269,M,4
4056,DRIVER,269,,
4057,DUDE,269,M,1
4058,LEBOWSKI,269,M,1
4059,MAN,269,,
